ID,Name,maxNum,category,maxRepositoryNum
10110,Shadow Smithing Stone,999,Convergence Upgrade Materials,999
10111,Large Shadow Smithing Stone,999,Convergence Upgrade Materials,999
10112,Great Shadow Smithing Stone,999,Convergence Upgrade Materials,999
10113,Colossal Shadow Smithing Stone,999,Convergence Upgrade Materials,999
10114,Primordial Shadow Smithing Stone,999,Convergence Upgrade Materials,999
10140,Ancient Dragon Smithing Stone,999,Convergence Upgrade Materials,999
10168,Somber Ancient Dragon Smithing Stone,999,Convergence Upgrade Materials,999
10170,Somber Shadow Stone,999,Convergence Upgrade Materials,999
10171,Large Somber Shadow Stone,999,Convergence Upgrade Materials,999
10172,Great Somber Shadow Stone,999,Convergence Upgrade Materials,999
10173,Colossal Somber Shadow Stone,999,Convergence Upgrade Materials,999
10174,Primordial Somber Shadow Stone,999,Convergence Upgrade Materials,999
8951,Smithing-Stone Miner's Bell Bearing [1],1,Convergence Upgrade Materials,1
8952,Smithing-Stone Miner's Bell Bearing [2],1,Convergence Upgrade Materials,1
8953,Smithing-Stone Miner's Bell Bearing [3],1,Convergence Upgrade Materials,1
8954,Smithing-Stone Miner's Bell Bearing [4],1,Convergence Upgrade Materials,1
8955,Somberstone Miner's Bell Bearing [1],1,Convergence Upgrade Materials,1
8956,Somberstone Miner's Bell Bearing [2],1,Convergence Upgrade Materials,1
8957,Somberstone Miner's Bell Bearing [3],1,Convergence Upgrade Materials,1
8958,Somberstone Miner's Bell Bearing [4],1,Convergence Upgrade Materials,1
8959,Somberstone Miner's Bell Bearing [5],1,Convergence Upgrade Materials,1
8981,Shadow Stone Miner's Bell Bearing [1],1,Convergence Upgrade Materials,1
8982,Shadow Stone Miner's Bell Bearing [2],1,Convergence Upgrade Materials,1
8983,Shadow Stone Miner's Bell Bearing [3],1,Convergence Upgrade Materials,1
8984,Somber Shadow Stone Miner's Bell Bearing [1],1,Convergence Upgrade Materials,1
8985,Somber Shadow Stone Miner's Bell Bearing [2],1,Convergence Upgrade Materials,1
8986,Somber Shadow Stone Miner's Bell Bearing [3],1,Convergence Upgrade Materials,1
