ID,Name,maxNum,category,maxRepositoryNum
182,Furlcalling Finger Remedy,999,Consumables,999
190,Rune Arc,99,Consumables,600
300,Fire Pot,10,Consumables,600
301,Redmane Fire Pot,10,Consumables,600
302,Giantsflame Fire Pot,10,Consumables,600
320,Lightning Pot,10,Consumables,600
321,Ancient Dragonbolt Pot,10,Consumables,600
330,Fetid Pot,10,Consumables,600
340,Swarm Pot,10,Consumables,600
350,Holy Water Pot,10,Consumables,600
351,Sacred Order Pot,10,Consumables,600
360,Freezing Pot,10,Consumables,600
370,Poison Pot,10,Consumables,600
380,Oil Pot,10,Consumables,600
390,Alluring Pot,10,Consumables,600
391,Beastlure Pot,10,Consumables,600
400,Roped Fire Pot,10,Consumables,600
420,Roped Lightning Pot,10,Consumables,600
430,Roped Fetid Pot,10,Consumables,600
440,Roped Poison Pot,10,Consumables,600
450,Roped Oil Pot,10,Consumables,600
460,Roped Magic Pot,10,Consumables,600
470,Roped Fly Pot,10,Consumables,600
490,Roped Volcano Pot,10,Consumables,600
510,Roped Holy Water Pot,10,Consumables,600
600,Volcano Pot,10,Consumables,600
610,Albinauric Pot,10,Consumables,600
630,Cursed-Blood Pot,10,Consumables,600
640,Sleep Pot,10,Consumables,600
650,Rancor Pot,10,Consumables,600
660,Magic Pot,10,Consumables,600
661,Academy Magic Pot,10,Consumables,600
670,Rot Pot,10,Consumables,600
820,Boiled Crab,99,Consumables,600
830,Boiled Prawn,99,Consumables,600
900,Neutralizing Boluses,99,Consumables,600
910,Stanching Boluses,99,Consumables,600
920,Thawfrost Boluses,99,Consumables,600
930,Stimulating Boluses,99,Consumables,600
940,Preserving Boluses,99,Consumables,600
950,Rejuvenating Boluses,99,Consumables,600
960,Clarifying Boluses,99,Consumables,600
1100,Pickled Turtle Neck,10,Consumables,999
1110,Immunizing Cured Meat,10,Consumables,999
1120,Invigorating Cured Meat,10,Consumables,999
1130,Clarifying Cured Meat,10,Consumables,999
1140,Dappled Cured Meat,10,Consumables,999
1150,Spellproof Dried Liver,5,Consumables,999
1160,Fireproof Dried Liver,5,Consumables,999
1170,Lightningproof Dried Liver,5,Consumables,999
1180,Holyproof Dried Liver,5,Consumables,999
1190,Silver-Pickled Fowl Foot,10,Consumables,999
1200,Gold-Pickled Fowl Foot,10,Consumables,999
1210,Exalted Flesh,10,Consumables,999
1235,Raw Meat Dumpling,3,Consumables,999
1240,Shabriri Grape,99,Consumables,999
1290,Starlight Shards,10,Consumables,999
