ID,Name,maxNum,category,maxRepositoryNum
2140,Margit's Shackle,1,Tools,1
2150,Mohg's Shackle,1,Tools,1
2160,Pureblood Knight's Medal,1,Tools,1
2200,"Prattling Pate ""Hello""",1,Tools,1
2201,"Prattling Pate ""Thank you""",1,Tools,1
2202,"Prattling Pate ""Apologies""",1,Tools,1
2203,"Prattling Pate ""Wonderful""",1,Tools,1
2204,"Prattling Pate ""Please help""",1,Tools,1
2205,"Prattling Pate ""My beloved""",1,Tools,1
2206,"Prattling Pate ""Let's get to it""",1,Tools,1
2207,"Prattling Pate ""You're beautiful""",1,Tools,1
3000,Ancestral Infant's Head,1,Tools,1
3010,Omen Bairn,1,Tools,1
3011,Regal Omen Bairn,1,Tools,1
3040,Mimic's Veil,1,Tools,1
